F-score,CDl1,CDl2,EMD
0.031015433371067047,85.4251708984375,29.714298248291016,0.0
0.03447364270687103,83.97114562988281,28.901622772216797,0.0
0.0257988553494215,109.85322570800781,47.554908752441406,0.0
0.02795710228383541,88.55235290527344,31.10484504699707,0.0
0.02965068630874157,81.88127136230469,26.98387908935547,0.0
0.029464339837431908,87.9797134399414,31.07075309753418,0.0
0.03493385761976242,81.82996368408203,26.577768325805664,0.0
0.03313471004366875,79.61703491210938,25.12574577331543,0.0
0.030304834246635437,89.261474609375,33.116455078125,0.0
0.03158635273575783,109.82978820800781,43.676395416259766,0.0
0.03405267000198364,95.04737854003906,38.92434310913086,0.0
0.03802570700645447,87.75941467285156,31.5186710357666,0.0
0.03435835987329483,83.66078186035156,29.437763214111328,0.0
0.044704947620630264,84.98590850830078,30.741456985473633,0.0
0.030274638906121254,77.7638168334961,23.554582595825195,0.0
0.035558462142944336,76.8679428100586,23.477020263671875,0.0
0.02820604294538498,96.01193237304688,40.30767059326172,0.0
0.0341721810400486,77.39310455322266,24.450777053833008,0.0
0.031134814023971558,95.51727294921875,37.06105422973633,0.0
0.03062659129500389,89.52803039550781,32.22517776489258,0.0
0.031792134046554565,83.79215240478516,27.79461097717285,0.0
0.03377191349864006,80.71031188964844,26.020992279052734,0.0
0.033933453261852264,82.89509582519531,28.404342651367188,0.0
0.033206161111593246,77.61241149902344,23.490577697753906,0.0
0.026939408853650093,153.41429138183594,84.46940612792969,0.0
0.03256312012672424,82.40280151367188,28.121610641479492,0.0
0.024764297530055046,102.24295043945312,40.70994186401367,0.0
0.027298949658870697,94.2359619140625,34.62907791137695,0.0
0.026642965152859688,89.18064880371094,32.71123123168945,0.0
0.030564291402697563,91.81781768798828,36.14168930053711,0.0
0.024561770260334015,124.43605041503906,59.32959747314453,0.0
0.030217034742236137,90.50208282470703,32.848968505859375,0.0
0.027317911386489868,97.76870727539062,41.8011360168457,0.0
0.033181753009557724,78.10441589355469,24.693557739257812,0.0
0.03000832535326481,108.12177276611328,49.354793548583984,0.0
0.0243646502494812,98.70976257324219,40.40067672729492,0.0
0.033174362033605576,84.05160522460938,28.50616455078125,0.0
0.03373775631189346,91.569091796875,34.78204345703125,0.0
0.03237617388367653,89.66043090820312,32.17307662963867,0.0
0.027993498370051384,96.65933990478516,34.25745391845703,0.0
0.032335780560970306,95.94490051269531,40.13262939453125,0.0
0.038962770253419876,77.84672546386719,25.144601821899414,0.0
0.03298356756567955,93.923583984375,35.80638885498047,0.0
0.030587216839194298,86.1228256225586,29.809932708740234,0.0
0.03321092575788498,80.72618103027344,25.341787338256836,0.0
0.03014923445880413,80.64283752441406,25.718168258666992,0.0
0.033673662692308426,81.63182830810547,27.503490447998047,0.0
0.03614109754562378,79.30133056640625,24.41953468322754,0.0
0.03284898400306702,97.57263946533203,42.346466064453125,0.0
0.03714356943964958,77.42510223388672,24.24270248413086,0.0
0.025333793833851814,100.6884994506836,40.97718048095703,0.0
0.03031877987086773,85.9968032836914,30.673229217529297,0.0
0.03163040429353714,81.91424560546875,25.628562927246094,0.0
